Ratio_Missing:	nsam[0]:	Eff_length1_pop_outg[0]:	Eff_length2_pop_outg[0]:	Eff_length3_pop_outg[0]:	S[0]:	Theta(Wat)[0]:	Theta(Taj)[0]:	Theta(Fu&Li)[0]:	Theta(Fay&Wu)[0]:	Theta(Zeng)[0]:	Theta(Achaz,Wat)[0]:	Theta(Achaz,Taj)[0]:	Theta/nt(Taj)HKY[0]:	Divergence[0]:	Divergence/nt_HKY[0]:	TajimaD[0]:	Fu&LiD[0]:	Fu&LiF[0]:	Fay&WunormH[0]:	ZengE[0]:	AchazY[0]:	FerrettiL[0]:	
NA	100	100000.00	100000.00	100000.00	673	129.988589	76.106263	169.000000	382.681616	229.393939	120.649857	74.210472	NA	NA	NA	-1.409030	-0.919088	-1.320408	-4.034076	2.402441	-1.444962	-3.628663	
NA	100	100000.00	100000.00	100000.00	706	136.362473	92.725657	221.000000	372.607677	232.666667	116.101549	90.107813	NA	NA	NA	-1.088065	-1.903340	-1.739419	-3.511786	2.219853	-0.840293	-3.235427	
NA	100	100000.00	100000.00	100000.00	581	112.218975	36.422626	207.000000	344.183434	190.303030	89.529854	32.941455	NA	NA	NA	-2.293838	-2.575023	-2.801305	-4.685967	2.182133	-2.368091	-3.852311	
NA	100	100000.00	100000.00	100000.00	758	146.406167	65.140808	203.000000	328.737980	196.939394	132.858473	62.327355	NA	NA	NA	-1.888024	-1.187595	-1.743015	-3.081908	1.085695	-1.993956	-2.327306	
NA	100	100000.00	100000.00	100000.00	775	149.689683	78.441616	272.000000	373.639192	226.040404	120.410472	74.491445	NA	NA	NA	-1.619167	-2.511723	-2.394329	-3.376105	1.604743	-1.431595	-2.796367	
NA	100	100000.00	100000.00	100000.00	785	151.621163	55.295354	271.000000	435.734949	245.515152	123.043703	50.893218	NA	NA	NA	-2.161331	-2.421060	-2.634768	-4.295889	1.948569	-2.201530	-3.502813	
NA	100	100000.00	100000.00	100000.00	786	151.814311	55.330707	217.000000	430.871313	243.101010	136.209858	52.031334	NA	NA	NA	-2.162131	-1.320356	-1.972265	-4.235206	1.892073	-2.321518	-3.436129	
NA	100	100000.00	100000.00	100000.00	497	95.994545	55.314343	156.000000	258.221010	156.767677	81.630161	53.259534	NA	NA	NA	-1.437560	-1.895351	-1.926848	-3.606906	1.981119	-1.301176	-3.143317	
NA	100	100000.00	100000.00	100000.00	537	103.720464	19.264040	237.000000	341.443030	180.353535	71.815391	14.820449	NA	NA	NA	-2.763826	-3.907218	-3.862793	-5.304077	2.314626	-2.967839	-4.267349	
NA	100	100000.00	100000.00	100000.00	598	115.502491	89.789293	166.000000	234.675354	162.232323	103.414163	88.233972	NA	NA	NA	-0.756185	-1.334159	-1.216642	-2.143794	1.269248	-0.550531	-1.923517	
NA	100	100000.00	100000.00	100000.00	375	72.430492	17.503232	133.000000	180.981616	99.242424	57.931082	15.146155	NA	NA	NA	-2.565987	-2.505040	-2.908731	-3.840193	1.152796	-2.755592	-2.775354	
NA	100	100000.00	100000.00	100000.00	578	111.639531	40.385051	220.000000	288.827071	164.606061	85.699700	36.719439	NA	NA	NA	-2.167504	-2.958730	-2.964744	-3.802260	1.487783	-2.140584	-2.957707	
NA	100	100000.00	100000.00	100000.00	610	117.820267	53.044242	286.000000	340.915354	196.979798	77.560622	48.290043	NA	NA	NA	-1.867727	-4.358670	-3.647104	-4.176285	2.108305	-1.412268	-3.530830	
NA	100	100000.00	100000.00	100000.00	421	81.315299	16.679596	141.000000	296.492121	156.585859	67.027698	14.142445	NA	NA	NA	-2.692637	-2.210547	-2.797609	-5.862378	2.888889	-2.948544	-4.909935	
NA	100	100000.00	100000.00	100000.00	592	114.343603	33.855556	212.000000	345.154545	189.505051	90.966162	30.219955	NA	NA	NA	-2.390861	-2.605422	-2.872221	-4.652437	2.061921	-2.502249	-3.762744	
NA	100	100000.00	100000.00	100000.00	511	98.698617	34.934545	141.000000	249.792727	142.363636	88.572316	32.769944	NA	NA	NA	-2.192035	-1.300882	-1.975377	-3.715637	1.384987	-2.360248	-2.848465	
NA	100	100000.00	100000.00	100000.00	519	100.243801	28.847475	186.000000	261.112121	144.979798	79.715084	25.640280	NA	NA	NA	-2.416861	-2.598057	-2.882661	-3.955276	1.397398	-2.539130	-2.986592	
NA	100	100000.00	100000.00	100000.00	559	107.969720	49.044646	200.000000	286.086667	167.565657	85.939085	45.963925	NA	NA	NA	-1.852953	-2.595363	-2.574720	-3.750105	1.730138	-1.742207	-3.073056	
NA	100	100000.00	100000.00	100000.00	607	117.240823	45.991111	164.000000	339.342222	192.666667	106.047394	43.582766	NA	NA	NA	-2.064475	-1.217647	-1.856487	-4.276663	2.018670	-2.209483	-3.532282	
NA	100	100000.00	100000.00	100000.00	605	116.854527	55.208283	258.000000	369.175556	212.191919	83.066469	51.069676	NA	NA	NA	-1.792080	-3.687313	-3.200625	-4.592238	2.559906	-1.442319	-4.026010	
NA	100	100000.00	100000.00	100000.00	633	122.262670	36.637172	251.000000	378.150707	207.393939	91.444931	32.262420	NA	NA	NA	-2.379738	-3.218868	-3.236192	-4.775760	2.185942	-2.425170	-3.904255	
NA	100	100000.00	100000.00	100000.00	601	116.081935	48.705657	171.000000	329.253939	188.979798	102.935394	46.209854	NA	NA	NA	-1.971606	-1.443938	-1.942762	-4.130542	1.970247	-2.066738	-3.423735	
NA	100	100000.00	100000.00	100000.00	739	142.736356	82.156970	240.000000	349.580404	215.868687	119.452934	78.935683	NA	NA	NA	-1.443425	-2.092143	-2.046223	-3.206540	1.611219	-1.273254	-2.707439	
NA	100	100000.00	100000.00	100000.00	600	115.888787	68.929697	167.000000	286.302626	177.616162	103.653548	66.928262	NA	NA	NA	-1.376421	-1.346014	-1.560489	-3.205699	1.671083	-1.328840	-2.741510	
NA	100	100000.00	100000.00	100000.00	708	136.748769	42.202020	241.000000	376.909091	209.555556	111.792625	38.144919	NA	NA	NA	-2.350859	-2.337972	-2.688233	-4.187909	1.673537	-2.471991	-3.279844	
NA	100	100000.00	100000.00	100000.00	621	119.944894	30.316768	251.000000	366.046869	198.181818	88.572316	25.813028	NA	NA	NA	-2.538814	-3.338200	-3.394850	-4.784949	2.047266	-2.654501	-3.826710	
NA	100	100000.00	100000.00	100000.00	629	121.490078	133.354949	149.000000	278.220808	205.787879	114.904626	133.035663	NA	NA	NA	0.331837	-0.692083	-0.237666	-2.038609	2.178142	0.592186	-2.406389	
NA	100	100000.00	100000.00	100000.00	663	128.057110	37.312525	234.000000	389.535960	213.424242	102.696009	33.298495	NA	NA	NA	-2.408563	-2.532520	-2.837219	-4.704167	2.093931	-2.534283	-3.810882	
NA	100	100000.00	100000.00	100000.00	619	119.558599	32.393939	196.000000	385.343434	208.868687	101.259701	29.055040	NA	NA	NA	-2.476961	-1.953192	-2.524799	-5.046501	2.344483	-2.673944	-4.145971	
NA	100	100000.00	100000.00	100000.00	520	100.436949	51.536364	138.000000	245.372727	148.454545	91.444931	49.771800	NA	NA	NA	-1.652191	-1.135895	-1.583023	-3.294581	1.497061	-1.707674	-2.685689	
NA	100	100000.00	100000.00	100000.00	397	76.679747	46.945051	129.000000	241.741818	144.343434	64.155083	45.270460	NA	NA	NA	-1.312862	-2.049502	-1.955099	-4.325153	2.751015	-1.099530	-3.990261	
NA	100	100000.00	100000.00	100000.00	661	127.670814	44.865455	204.000000	417.599192	231.232323	109.398779	41.617811	NA	NA	NA	-2.204449	-1.829978	-2.302348	-4.993055	2.547811	-2.324544	-4.238169	
NA	100	100000.00	100000.00	100000.00	431	83.246779	34.934949	131.000000	234.560000	134.747475	71.815391	32.974438	NA	NA	NA	-1.966330	-1.729367	-2.112873	-4.086331	1.931525	-2.022525	-3.373825	
NA	100	100000.00	100000.00	100000.00	571	110.287496	47.494343	186.000000	299.960202	173.727273	92.163085	44.667697	NA	NA	NA	-1.933374	-2.091797	-2.313680	-3.910837	1.803528	-1.931204	-3.204470	
NA	100	100000.00	100000.00	100000.00	651	125.739334	95.009899	149.000000	354.101212	224.555556	120.171088	93.908060	NA	NA	NA	-0.830572	-0.565985	-0.792921	-3.523672	2.467983	-0.820411	-3.388934	
NA	100	100000.00	100000.00	100000.00	585	112.991567	45.498182	284.000000	310.016970	177.757576	72.054776	40.630798	NA	NA	NA	-2.028691	-4.615241	-3.890513	-4.000237	1.797729	-1.630924	-3.249952	
NA	100	100000.00	100000.00	100000.00	438	84.598814	16.957778	232.000000	194.496768	105.727273	49.313235	12.569161	NA	NA	NA	-2.709435	-5.256387	-4.655957	-3.576740	0.779969	-2.774421	-2.411829	
NA	100	100000.00	100000.00	100000.00	517	99.857505	24.827475	150.000000	297.879596	161.353535	87.854162	22.272933	NA	NA	NA	-2.549619	-1.524772	-2.304744	-4.667685	1.928248	-2.796358	-3.690404	
NA	100	100000.00	100000.00	100000.00	602	116.275083	55.182626	207.000000	344.130505	199.656566	94.556932	52.084313	NA	NA	NA	-1.784774	-2.381555	-2.407830	-4.247196	2.249896	-1.683569	-3.653553	
NA	100	100000.00	100000.00	100000.00	590	113.957307	61.014141	217.000000	317.652525	189.333333	89.290470	57.830757	NA	NA	NA	-1.577949	-2.758145	-2.523325	-3.848424	2.074728	-1.320017	-3.331824	
NA	100	100000.00	100000.00	100000.00	478	92.324734	37.978182	194.000000	230.021818	134.000000	67.985237	34.794063	NA	NA	NA	-1.996221	-3.334208	-3.101816	-3.548226	1.411719	-1.824725	-2.772591	
NA	100	100000.00	100000.00	100000.00	540	104.299908	39.421414	156.000000	304.538182	171.979798	91.923701	37.042259	NA	NA	NA	-2.111430	-1.507512	-2.056930	-4.340608	2.033004	-2.237295	-3.574750	
NA	100	100000.00	100000.00	100000.00	507	97.926025	43.773131	174.000000	269.580404	156.676768	79.715084	41.115440	NA	NA	NA	-1.876204	-2.357255	-2.444086	-3.935520	1.877970	-1.812480	-3.261264	
