Ratio_Missing:	nsam[0]:	Eff_length1_pop_outg[0]:	Eff_length2_pop_outg[0]:	Eff_length3_pop_outg[0]:	S[0]:	Theta(Wat)[0]:	Theta(Taj)[0]:	Theta(Fu&Li)[0]:	Theta(Fay&Wu)[0]:	Theta(Zeng)[0]:	Theta(Achaz,Wat)[0]:	Theta(Achaz,Taj)[0]:	Theta/nt(Taj)HKY[0]:	Divergence[0]:	Divergence/nt_HKY[0]:	TajimaD[0]:	Fu&LiD[0]:	Fu&LiF[0]:	Fay&WunormH[0]:	ZengE[0]:	AchazY[0]:	FerrettiL[0]:	
NA	100	100000.00	100000.00	100000.00	1609	310.775097	293.777778	308.000000	326.060606	309.919192	311.439413	293.487528	NA	NA	NA	-0.186544	0.027810	-0.085373	-0.178375	-0.008709	-0.217147	-0.092354	
NA	100	100000.00	100000.00	100000.00	1632	315.217500	292.216162	337.000000	225.602020	258.909091	310.003105	291.302206	NA	NA	NA	-0.248889	-0.215249	-0.265065	0.362897	-0.564893	-0.227253	0.533852	
NA	100	100000.00	100000.00	100000.00	1678	324.102307	320.324040	336.000000	261.938586	291.131313	321.254183	320.004123	NA	NA	NA	-0.039765	-0.114385	-0.090256	0.309373	-0.321742	-0.014660	0.360208	
NA	100	100000.00	100000.00	100000.00	1741	336.270630	310.450707	283.000000	352.842222	331.646465	349.022801	311.010926	NA	NA	NA	-0.261936	0.493824	0.152368	-0.216517	-0.043498	-0.410380	-0.092563	
NA	100	100000.00	100000.00	100000.00	1472	284.313824	286.230505	308.000000	227.042222	256.636364	278.643717	285.786230	NA	NA	NA	0.022988	-0.259161	-0.142747	0.357383	-0.307689	0.096540	0.378086	
NA	100	100000.00	100000.00	100000.00	1571	303.435474	277.989293	332.000000	213.950101	245.969697	296.597565	276.887034	NA	NA	NA	-0.286008	-0.293090	-0.332000	0.362376	-0.598781	-0.250322	0.553685	
NA	100	100000.00	100000.00	100000.00	1649	318.501016	309.588889	286.000000	280.289899	294.939394	326.281260	310.070295	NA	NA	NA	-0.095443	0.317895	0.138187	0.157972	-0.233947	-0.187188	0.225292	
NA	100	100000.00	100000.00	100000.00	1631	315.024352	295.315556	349.000000	334.381414	314.848485	306.891104	294.219955	NA	NA	NA	-0.213392	-0.335942	-0.317939	-0.212951	-0.001765	-0.155537	-0.115383	
NA	100	100000.00	100000.00	100000.00	1538	297.061590	313.083232	286.000000	272.977374	293.030303	299.709565	313.635951	NA	NA	NA	0.183933	0.115903	0.170025	0.231801	-0.042902	0.175032	0.152203	
NA	100	100000.00	100000.00	100000.00	1489	287.597340	287.401414	304.000000	263.608687	275.505051	283.670795	287.062667	NA	NA	NA	-0.002323	-0.177447	-0.107607	0.142027	-0.132903	0.045035	0.156565	
NA	100	100000.00	100000.00	100000.00	1476	285.086416	270.579596	324.000000	336.955758	303.767677	275.771102	269.489384	NA	NA	NA	-0.173520	-0.424632	-0.349346	-0.399701	0.207119	-0.085787	-0.341499	
NA	100	100000.00	100000.00	100000.00	1562	301.697142	295.412121	295.000000	267.537374	281.474747	303.300335	295.420532	NA	NA	NA	-0.071048	0.069108	0.002548	0.158640	-0.211921	-0.097866	0.212574	
NA	100	100000.00	100000.00	100000.00	1610	310.968245	313.093737	243.000000	287.552727	300.323232	327.238799	314.524222	NA	NA	NA	0.023313	0.680710	0.420497	0.141037	-0.108244	-0.146386	0.141387	
NA	100	100000.00	100000.00	100000.00	1586	306.332693	273.439394	348.000000	245.893939	259.666667	296.358180	271.917749	NA	NA	NA	-0.366224	-0.423539	-0.454015	0.154400	-0.481673	-0.310642	0.370439	
NA	100	100000.00	100000.00	100000.00	1766	341.099330	323.891717	337.000000	319.906263	321.898990	342.080646	323.624201	NA	NA	NA	-0.172100	0.037469	-0.071735	0.020069	-0.178067	-0.203293	0.116708	
NA	100	100000.00	100000.00	100000.00	1582	305.560102	300.466061	300.000000	291.554141	296.010101	306.891104	300.475572	NA	NA	NA	-0.056859	0.056658	0.002845	0.050080	-0.098820	-0.078750	0.086061	
NA	100	100000.00	100000.00	100000.00	1591	307.298433	295.177576	284.000000	258.216364	276.696970	312.875720	295.405690	NA	NA	NA	-0.134527	0.236088	0.067850	0.206529	-0.314871	-0.210350	0.299891	
NA	100	100000.00	100000.00	100000.00	1525	294.550667	286.702626	343.000000	310.226667	298.464646	282.952641	285.553700	NA	NA	NA	-0.090864	-0.511921	-0.356418	-0.137118	0.042007	0.034622	-0.099907	
NA	100	100000.00	100000.00	100000.00	1544	298.220478	283.280202	339.000000	266.113737	274.696970	288.458487	282.143063	NA	NA	NA	-0.170854	-0.425646	-0.348452	0.098833	-0.249375	-0.082463	0.202117	
NA	100	100000.00	100000.00	100000.00	1525	294.550667	288.196768	284.000000	253.459798	270.828283	297.076334	288.282416	NA	NA	NA	-0.073565	0.111479	0.026570	0.202476	-0.254601	-0.111503	0.261882	
NA	100	100000.00	100000.00	100000.00	1545	298.413626	278.450303	222.000000	272.155758	275.303030	316.705875	279.602350	NA	NA	NA	-0.228149	0.797076	0.352793	0.036216	-0.244840	-0.441359	0.165191	
NA	100	100000.00	100000.00	100000.00	1568	302.856030	279.389091	329.000000	249.944242	264.666667	296.597565	278.376623	NA	NA	NA	-0.264266	-0.268760	-0.305534	0.166936	-0.398682	-0.231405	0.328012	
NA	100	100000.00	100000.00	100000.00	1632	315.217500	311.331515	284.000000	290.547273	300.939394	322.690490	311.889301	NA	NA	NA	-0.042049	0.308483	0.161769	0.113227	-0.143240	-0.126106	0.146964	
NA	100	100000.00	100000.00	100000.00	1665	321.591384	305.855960	323.000000	271.982424	288.919192	321.254183	305.506081	NA	NA	NA	-0.166901	-0.013647	-0.099474	0.180887	-0.321305	-0.184683	0.289694	
NA	100	100000.00	100000.00	100000.00	1595	308.071025	317.837172	299.000000	264.263838	291.050505	310.242489	318.221604	NA	NA	NA	0.108121	0.091691	0.114061	0.298605	-0.174694	0.096887	0.266993	
NA	100	100000.00	100000.00	100000.00	1605	310.002505	303.768485	298.000000	256.110303	279.939394	312.875720	303.886209	NA	NA	NA	-0.068588	0.120576	0.034713	0.263985	-0.306646	-0.108239	0.326421	
NA	100	100000.00	100000.00	100000.00	1569	303.049178	278.443030	332.000000	230.950909	254.696970	296.118796	277.350031	NA	NA	NA	-0.276918	-0.297427	-0.329628	0.269083	-0.504458	-0.238746	0.446669	
NA	100	100000.00	100000.00	100000.00	1716	331.441931	353.648687	298.000000	281.361414	317.505051	339.447415	354.784374	NA	NA	NA	0.228556	0.314475	0.313354	0.374577	-0.133003	0.170241	0.283791	
NA	100	100000.00	100000.00	100000.00	1852	357.710056	340.646869	388.000000	287.757172	314.202020	350.459108	339.680478	NA	NA	NA	-0.162748	-0.264142	-0.247180	0.253986	-0.384841	-0.115891	0.367400	
